generation_id,status,character_name,character_slug,scene_no,scene_slug,checkpoint,loras,seed,steps,cfg,sampler,scheduler,clip_skip,resolution,prompt,negative_prompt,notes,source_id
70f299f7-ad2b-4e27-b248-84f3fabb8627,queued,Mireya Solis,mireya_solis,1,bathroom_mirror_skincare,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.66, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.46, ""category"": ""eyes""}]",31919901,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, bathroom mirror skincare moment, satin robe tied at the waist, damp hair, glossy sink reflections, fresh skin focus, intimate home luxury","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 01 | bathroom_mirror_skincare,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:01
4043e919-c78b-4db0-8b7d-dedc038816c7,queued,Mireya Solis,mireya_solis,12,cafe_patioside,hassakuXLIllustrious_v34.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.54, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919912,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, cafe patio table, sleeveless top under a blazer, iced drink, crossed legs, sunglasses in hand, poised daytime desirability","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 12 | cafe_patioside,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:12
a29c2d29-96de-43d4-9b01-f5b8e59feab3,queued,Mireya Solis,mireya_solis,13,closet_try_on,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""96YOTTEA-WAI.safetensors"", ""strength"": 0.52, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919913,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, open closet outfit try-on, fitted camisole and jeans, hangers framing the shot, one hand in the hair, apartment mirror mood, strong reaction potential","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 13 | closet_try_on,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:13
b4a770c5-0e51-437c-ac10-ccaa881f65b1,queued,Mireya Solis,mireya_solis,14,post_shower_robe,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""96YOTTEA-WAI.safetensors"", ""strength"": 0.5, ""category"": ""style""}, {""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.46, ""category"": ""style""}]",31919914,34,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, post-shower robe portrait, damp hair, collarbone lighting, bathroom steam haze, beauty-first close-up, intimate but fully clothed","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 14 | post_shower_robe,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:14
4fc45d3a-099b-4b46-8785-e4e7da750b1d,queued,Mireya Solis,mireya_solis,15,apartment_doorway_tote,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.4, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919915,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, apartment doorway return, casual dress with a shoulder tote, keys in hand, half-turn toward the camera, entryway shadow depth, easy modern appeal","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 15 | apartment_doorway_tote,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:15
58324a34-801b-451e-bb90-410f67494091,queued,Mireya Solis,mireya_solis,16,desk_chair_reverse_sit,akiumLumenILLBase_baseV2.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.44, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}]",31919916,35,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, reverse-sitting on a desk chair, oversized shirt over fitted shorts, elbows on the backrest, direct eye contact, evening desk lamp, creator-room energy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 16 | desk_chair_reverse_sit,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:16
848f6989-4393-4d61-a891-591bc2f9a5d8,queued,Mireya Solis,mireya_solis,17,grocery_basket_aisle,akiumLumenILLBase_baseV2.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.42, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",31919917,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, grocery basket aisle, fitted knit dress, one hand on the basket handle, supermarket lighting made cinematic, ordinary errand with standout presence","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 17 | grocery_basket_aisle,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:17
5f318832-5217-4ff1-a1a8-c6ca17580432,queued,Mireya Solis,mireya_solis,18,parking_garage_trench,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.5, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.43, ""category"": ""eyes""}]",31919918,34,5.45,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, parking garage stride, trench coat over a fitted mini dress, hard shadow lines, hand adjusting the lapel, urban after-dark confidence","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 18 | parking_garage_trench,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:18
962c6a59-2645-499f-a843-eb69fdbc69a0,queued,Mireya Solis,mireya_solis,19,flower_market_sundress,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",31919919,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, flower market stroll, sundress and sandals, bouquet in one arm, sunlight between awnings, romantic street-life beauty, natural favorite-bait composition","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 19 | flower_market_sundress,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:19
b82bd9b5-69aa-4bc4-830a-02fc9f8247b5,queued,Mireya Solis,mireya_solis,20,sunday_morning_window_bed,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.48, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}]",31919920,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, Sunday morning by the bed-side window, oversized button-down over fitted shorts, sitting with one leg folded up, warm sunlight, soft intimate energy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Mireya Solis | scene 20 | sunday_morning_window_bed,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:mireya_solis:20
75d68685-c29d-4e5c-88b1-bf028adadef1,queued,Kaede Ren,kaede_ren,1,bathroom_mirror_skincare,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.66, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.46, ""category"": ""eyes""}]",31920001,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, bathroom mirror skincare moment, satin robe tied at the waist, damp hair, glossy sink reflections, fresh skin focus, intimate home luxury","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Kaede Ren | scene 01 | bathroom_mirror_skincare,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:kaede_ren:01
08ac5a1c-b82a-461e-a606-9e401de60154,queued,Kaede Ren,kaede_ren,2,rumpled_bed_oversized_tee,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.64, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}]",31920002,30,5.25,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, sitting on a rumpled bed in an oversized tee and fitted shorts, one knee raised, tousled hair, morning window glow, candid cover-image energy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Kaede Ren | scene 02 | rumpled_bed_oversized_tee,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:kaede_ren:02
e0ee5028-1713-4de1-a5ab-81ff99de934f,queued,Kaede Ren,kaede_ren,3,fridge_light_midnight,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.47, ""category"": ""eyes""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}]",31920003,31,5.3,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, high-response beauty editorial, non-graphic adult allure, platform-friendly desirability, refined facial features, luminous skin, strong eye contact, cinematic lifestyle photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, fridge light at midnight, fitted crop top with lounge shorts, one hand on the refrigerator door, dark kitchen contrast, effortless late-night appeal","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_freeform_highresponse_newwomen_20260319_v1 | Kaede Ren | scene 03 | fridge_light_midnight,hf_queuecreator_freeform_highresponse_newwomen_20260319_v1:kaede_ren:03
