generation_id,status,character_name,character_slug,scene_no,scene_slug,checkpoint,loras,seed,steps,cfg,sampler,scheduler,clip_skip,resolution,prompt,negative_prompt,notes,source_id
21c3342b-ec7d-4a3a-9035-a81030a7ee5c,queued,Mireya Solis,mireya_solis,1,velvet_chaise_portrait,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.68, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.48, ""category"": ""eyes""}]",31818101,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, luxury editorial glamour, velvet chaise portrait, fitted satin slip dress, direct eye contact, soft key light, polished hotel suite ambiance","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 01 | velvet_chaise_portrait,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:01
b435e6ff-490c-4a8a-88df-7aeeb3e7c1c7,queued,Mireya Solis,mireya_solis,12,marble_foyer_couture,akiumLumenILLBase_baseV2.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.44, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31818112,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, marble foyer couture, corset-inspired eveningwear, soft floor reflections, full-body glamour, poised shoulders, luxury hotel architecture","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 12 | marble_foyer_couture,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:12
fd6be3fb-21b9-4458-ae9d-dd467987b7b0,queued,Mireya Solis,mireya_solis,13,private_booth,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.52, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.44, ""category"": ""eyes""}]",31818113,34,5.45,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, private club booth, velvet gloves, slit dress styling, low-key gaze, moody spotlight, after-party desirability, polished composition","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 13 | private_booth,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:13
f194ed30-452d-4c7a-8976-63a4a0f4fb79,queued,Mireya Solis,mireya_solis,14,gallery_spotlight,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31818114,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, modern art gallery spotlight, cutout evening gown, gallery wall shadows, fashion-forward stance, sleek hair, museum-gala mood","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 14 | gallery_spotlight,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:14
21374f2c-7aee-4444-8b58-6a6b8dbc93a1,queued,Mireya Solis,mireya_solis,15,neon_corridor_sci_fi,animayhemPaleRider_v2TrueGrit.safetensors,"[{""filename"": ""GEN(illust) 0.2v.safetensors"", ""strength"": 0.52, ""category"": ""style""}, {""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.46, ""category"": ""style""}]",31818115,35,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, neon corridor sci-fi fashion, sleek bodysuit styling, chrome accents, cyan glow, visor-inspired accessories, heroine silhouette, premium futurism","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 15 | neon_corridor_sci_fi,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:15
3b4761af-98e0-4512-9034-31aa09f5413b,queued,Mireya Solis,mireya_solis,16,elevator_chamber,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.48, ""category"": ""eyes""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}]",31818116,31,5.35,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, elevator chamber portrait, tailored coatdress, narrow light strips, composed expression, high-end hotel tension, glossy metal reflections","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 16 | elevator_chamber,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:16
def799a9-17f9-4c92-a19e-4042d42b4a23,queued,Mireya Solis,mireya_solis,17,hallway_over_shoulder,prefectIllustriousXL_v70.safetensors,"[{""filename"": ""Okaze.safetensors"", ""strength"": 0.46, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.44, ""category"": ""eyes""}]",31818117,32,5.4,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, hotel hallway, satin trench over a fitted dress, over-the-shoulder glance, rim-lit silhouette, polished floor reflections, composed seduction","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 17 | hallway_over_shoulder,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:17
10bf5679-980d-4430-8d45-4491be8a9589,queued,Mireya Solis,mireya_solis,18,red_carpet_arrival,hassakuXLIllustrious_v34.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.56, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.38, ""category"": ""style""}]",31818118,34,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, red carpet arrival, couture gown, flash bulbs popping, chin raised, premiere-night confidence, polished star aura, event photography energy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 18 | red_carpet_arrival,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:18
d563c3e2-1aaa-4ad6-bdb1-3245f0b00772,queued,Mireya Solis,mireya_solis,19,candlelit_salon,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.4, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.43, ""category"": ""eyes""}]",31818119,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, candlelit salon, velvet evening dress, antique mirror, soft shoulder line, warm highlights, dark romance atmosphere, refined beauty focus","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 19 | candlelit_salon,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:19
241e0bd0-8cfb-4ac9-a3a1-9281d5afd587,queued,Mireya Solis,mireya_solis,20,afterparty_vinyl_booth,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.5, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}]",31818120,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, afterparty vinyl booth, metallic mini dress, knee-high boots, lounge neon spill, relaxed confidence, high-gloss nightlife glamour","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Mireya Solis | scene 20 | afterparty_vinyl_booth,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:mireya_solis:20
c34b1fc5-d6dc-454e-a73c-9e61cc8e7da7,queued,Kaede Ren,kaede_ren,1,velvet_chaise_portrait,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.68, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.48, ""category"": ""eyes""}]",31818201,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, luxury editorial glamour, velvet chaise portrait, fitted satin slip dress, direct eye contact, soft key light, polished hotel suite ambiance","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Kaede Ren | scene 01 | velvet_chaise_portrait,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:kaede_ren:01
eaabfa61-ca84-4a1a-8c34-771d30a01ff7,queued,Kaede Ren,kaede_ren,2,balcony_citylights,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.66, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.38, ""category"": ""style""}]",31818202,30,5.25,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, balcony doorway framing, city lights behind, silk evening dress, one hand on the doorframe, cinematic night glow, controlled elegance","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Kaede Ren | scene 02 | balcony_citylights,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:kaede_ren:02
25ddea2b-3186-47ff-8395-61f539986aa0,queued,Kaede Ren,kaede_ren,3,mirror_half_turn,animayhemPaleRider_v2TrueGrit.safetensors,"[{""filename"": ""GEN(illust) 0.2v.safetensors"", ""strength"": 0.54, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.45, ""category"": ""eyes""}]",31818203,32,5.35,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, mirror-side standing pose, one shoulder turned toward camera, tailored black dress, reflective vanity surface, beauty-first styling, clean lines","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Kaede Ren | scene 03 | mirror_half_turn,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:kaede_ren:03
f97211fc-a138-488d-aa37-20763608569a,queued,Kaede Ren,kaede_ren,4,champagne_bar_corner,animayhemPaleRider_v2TrueGrit.safetensors,"[{""filename"": ""GEN(illust) 0.2v.safetensors"", ""strength"": 0.56, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.35, ""category"": ""style""}]",31818204,32,5.4,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, lounge bar corner, champagne table styling, crossed legs, glossy heels, low amber light, after-hours allure, premium editorial framing","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Kaede Ren | scene 04 | champagne_bar_corner,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:kaede_ren:04
f1da58f4-a9c8-4cbd-aac7-49b4a21b5cc1,queued,Kaede Ren,kaede_ren,5,window_light_silhouette,prefectIllustriousXL_v70.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.6, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.46, ""category"": ""eyes""}]",31818205,30,5.25,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, sensual editorial glamour, tasteful adult allure, refined facial features, luminous skin, confident gaze, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, window light silhouette, ivory robe-inspired eveningwear, elegant hand placement, upscale suite depth, subtle rim light, alluring restraint","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, cropped face, duplicate, poorly drawn hands",hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2 | Kaede Ren | scene 05 | window_light_silhouette,hf_queuecreator_safe_favorite_informed_newwomen_20260318_v2:kaede_ren:05
