generation_id,status,character_name,character_slug,scene_no,scene_slug,checkpoint,loras,seed,steps,cfg,sampler,scheduler,clip_skip,resolution,prompt,negative_prompt,notes,source_id
8d3648f0-2f94-4d02-9da3-e72687230d4f,queued,Mireya Solis,mireya_solis,1,morning_kitchen_coffee,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.66, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.46, ""category"": ""eyes""}]",31919101,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, morning kitchen light, oversized white button-down over fitted lounge shorts, coffee mug in hand, bare feet on tile, sleepy confidence, sunlit counter scene","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 01 | morning_kitchen_coffee,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:01
c5379015-b14f-4abc-9985-f465d0ae8424,queued,Mireya Solis,mireya_solis,12,bed_edge_pajamas,hassakuXLIllustrious_v34.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.54, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919112,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, sitting on the edge of a bed, silk pajama set, tousled hair, morning sunlight stripes, bare legs crossed, intimate but fully clothed home scene","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 12 | bed_edge_pajamas,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:12
3efd3099-cf5e-4781-b6f8-3564082b8b45,queued,Mireya Solis,mireya_solis,13,rooftop_hoodie,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""96YOTTEA-WAI.safetensors"", ""strength"": 0.52, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919113,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, rooftop in an oversized hoodie and biker shorts, wind moving the hemline, hands in the pocket, city dusk, sporty casual allure","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 13 | rooftop_hoodie,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:13
1028c479-c32d-4d8f-bad8-1bbb223b1469,queued,Mireya Solis,mireya_solis,14,record_shelf_browse,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""96YOTTEA-WAI.safetensors"", ""strength"": 0.5, ""category"": ""style""}, {""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.46, ""category"": ""style""}]",31919114,34,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, record shelf browsing, fitted white tee and leather skirt, one hip leaned into the shelf, soft apartment lamp light, music-night intimacy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 14 | record_shelf_browse,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:14
8edbd8d2-eb1a-4731-a787-cce856b77cc3,queued,Mireya Solis,mireya_solis,15,bus_stop_rain,waiIllustriousSDXL_v140.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.4, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.42, ""category"": ""eyes""}]",31919115,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, rainy bus stop, blouse and pencil skirt, umbrella held low, wet pavement reflections, city evening mood, grounded and quietly alluring","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 15 | bus_stop_rain,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:15
55273c7f-1137-4cbc-bc1c-6d5f5063ceab,queued,Mireya Solis,mireya_solis,16,cafe_terrace_laptop,akiumLumenILLBase_baseV2.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.44, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}]",31919116,35,5.55,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, cafe terrace laptop break, sleeveless top with a fitted blazer, crossed legs under a small table, iced coffee, midday elegance, everyday sophistication","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 16 | cafe_terrace_laptop,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:16
4336b4c9-110a-4b94-a32a-bf00025c0edc,queued,Mireya Solis,mireya_solis,17,dressing_room_self_check,akiumLumenILLBase_baseV2.safetensors,"[{""filename"": ""Seet_il5-000009.safetensors"", ""strength"": 0.42, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",31919117,35,5.6,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, dressing-room mirror check, fitted tank top and jeans, one hand adjusting hair, bright changing-room lights, casual confidence, real-world appeal","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 17 | dressing_room_self_check,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:17
38bbd9be-058c-4ca8-a63f-91d72f398dee,queued,Mireya Solis,mireya_solis,18,midnight_snack_counter,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.5, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.43, ""category"": ""eyes""}]",31919118,34,5.45,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, midnight kitchen snack, satin camisole layered under a loose cardigan, leaning on the counter, fridge light glow, home-alone intimacy, calm allure","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 18 | midnight_snack_counter,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:18
e55cb80b-f6b1-4f57-bf3c-ccb229cbaf62,queued,Mireya Solis,mireya_solis,19,weekend_market_stroll,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.41, ""category"": ""eyes""}]",31919119,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, weekend market stroll, open-back casual dress, woven bag over one shoulder, sunlight through vendor tents, flirtatious but everyday charm","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 19 | weekend_market_stroll,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:19
636f14c4-cab2-436e-b37f-8bcb6cd14ca0,queued,Mireya Solis,mireya_solis,20,living_room_vinyl,ultimateHentaiAnimeRXTRexAnime_rxV1.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.48, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}]",31919120,34,5.5,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, bronzed latina beauty, chestnut waves, honey-brown eyes, sculpted cheekbones, polished modern glamour, living room vinyl player moment, oversized sweater slipping off one shoulder, bare legs folded on the floor, warm lamp pool, soft nighttime intimacy","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Mireya Solis | scene 20 | living_room_vinyl,hf_queuecreator_daily_allure_newwomen_20260319_v1:mireya_solis:20
186f8a4f-c28b-4f7e-96c0-a8449278d01c,queued,Kaede Ren,kaede_ren,1,morning_kitchen_coffee,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.66, ""category"": ""style""}, {""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.46, ""category"": ""eyes""}]",31919201,30,5.2,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, morning kitchen light, oversized white button-down over fitted lounge shorts, coffee mug in hand, bare feet on tile, sleepy confidence, sunlit counter scene","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Kaede Ren | scene 01 | morning_kitchen_coffee,hf_queuecreator_daily_allure_newwomen_20260319_v1:kaede_ren:01
5533d8f0-1a8a-49ed-933c-94838f572445,queued,Kaede Ren,kaede_ren,2,sofa_paperback_reading,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""incase_new_style_red_ill.safetensors"", ""strength"": 0.64, ""category"": ""style""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.36, ""category"": ""style""}]",31919202,30,5.25,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, apartment sofa reading a paperback, off-shoulder knit dress, legs tucked to one side, soft afternoon light, intimate home calm, candid beauty","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Kaede Ren | scene 02 | sofa_paperback_reading,hf_queuecreator_daily_allure_newwomen_20260319_v1:kaede_ren:02
20ca20d8-514f-4966-aaee-001b97bf9a3c,queued,Kaede Ren,kaede_ren,3,balcony_plants,waiIllustriousSDXL_v160.safetensors,"[{""filename"": ""DetailedEyes_V3.safetensors"", ""strength"": 0.47, ""category"": ""eyes""}, {""filename"": ""Face_Enhancer_Illustrious.safetensors"", ""strength"": 0.34, ""category"": ""style""}]",31919203,31,5.3,euler_ancestral,normal,2,832x1216,"masterpiece, best quality, original character, adult woman, solo, everyday sensual editorial, tasteful adult allure, non-graphic sensuality, refined facial features, luminous skin, casual lifestyle glamour, cinematic fashion photography, elegant east asian beauty, sleek black bob, cool brown eyes, porcelain skin, high-fashion poise, watering balcony plants, fitted ribbed tank top and linen shorts, city morning breeze, side profile, casual midriff styling, everyday elegance","child, teen, underage, school uniform, text, logo, watermark, blurry, lowres, deformed, bad anatomy, extra fingers, duplicate, poorly drawn hands, explicit nudity, graphic sexual content",hf_queuecreator_daily_allure_newwomen_20260319_v1 | Kaede Ren | scene 03 | balcony_plants,hf_queuecreator_daily_allure_newwomen_20260319_v1:kaede_ren:03
